Year,Title,Artist,Lyrics,Language,Genre
2016.0,BINTA,ALONZO,"binta, dans sa vie, elle consomme les hommes des autres sans aucun remord
elle a pris du galon, traine de chicha en chicha mais plus dans les blocs
sa physionomie : elle est plutôt jolie donc elle surjoue de son corps
elle te fera pigeonner, pigeonner, pigeonner, pigeonner jusqu'à ta mort
et tellement t'es con, t'en veux encore
oui, parce qu'elle est bonne, t'en voudrais encore
et quand elle déboule sur la piste de danse, tout le monde voudrait la follow
analyse le matos, mon poto, pour la soulever faut plus qu'un permis moto
elle t'a donné soif, tu veux la consommer, consommer, son boule c'est de l'eau
elle t'a fait trop mal, trop mal, trop mal, trop mal, subuhana codo


elle vit la nuit, c'est une bombasse, c'est une kamikaze
soleil de minuit, elle fait tomber les hommes sous son blabla
elle provoque des bagarres, elle est dans le cœur de tous mes scars-la
de marseille à paname, on lui veut la pendaison comme saddam
soleil de minuit
binta, binta, binta, binta
binta, binta, binta, binta
binta, binta, binta, binta
binta, binta, binta, binta


de partout elle fait des avances, elle n'a pas que sa langue dans sa bouche
j'ai bien capté ses manigances, elle ne m'emmènera pas dans sa douche
elle voit que le côté finance, un euro tu n'as pas, elle trace sa route
le smic, rsa, c'est minable, elle cherche des footeux qui posent du lourd
et quand tu consultes son portable, ne sois pas étonné de voir le monde
des tas de conquêtes s'entassent, toi tu veux ta place, tu rêves, t'es fou
et quand tu consultes son portable, ne sois pas étonné de voir le monde
des tas de conquêtes s'entassent, toi tu veux ta place, oh, mon poto, tu rêves debout
t'as gaffé, t'es allé où ? là t'as pris un aller sans retour
t'as gaffé, t'es allé où ? là t'as pris un aller sans retour
t'as gaffé, t'es allé où ? là t'as pris un aller sans retour
t'as gaffé, t'es allé où ? là t'as pris un aller sans retour
see alonzo liveget tickets as low as $59
elle vit la nuit, c'est une bombasse, c'est une kamikaze
soleil de minuit, elle fait tomber les hommes sous son blabla
elle provoque des bagarres, elle est dans le cœur de tous mes scars-la
de marseille à paname, on lui veut la pendaison comme saddam
soleil de minuit
binta, binta, binta, binta
binta, binta, binta, binta
binta, binta, binta, binta
binta, binta, binta, binta


ses formes animales te donnent la dalle, toi, comme un chasseur, tu voudrais l'abattre
mais t'auras du mal, la petite est maline, elle va te dépouiller, ça y est, elle est là
ses formes animales te donnent la dalle, toi, comme un chasseur, tu voudrais l'abattre
mmm-mah, mmm-mah, elle va te dépouiller, ça y est, elle est là


elle vit la nuit, c'est une bombasse, c'est une kamikaze
soleil de minuit, elle fait tomber les hommes sous son blabla
elle provoque des bagarres, elle est dans le cœur de tous mes scars-la
de marseille à paname, on lui veut la pendaison comme saddam
soleil de minuit
binta, binta, binta, binta
binta, binta, binta, binta
binta, binta, binta, binta
binta, binta, binta, binta1",Français,Hip-Hop/Rap
2016.0,THIS ONE'S FOR YOU,DAVID GUETTA FEAT. ZARA LARSSON,"mmm-mmm, oh


we're born to fly
so let's keep livin'
'til it all falls down ('til it all falls down)
let's close our eyes
and let the moment
drown the whole world out


we're in this together
hear our hearts beat together
we stand strong together
we're in this forever
this one's for you
this one's for you (yeah-yeah, eh)


(hey, hey, hey, hey)
(hey, hey, hey, hey)
(hey, hey, hey, hey)
na-na-na-na-na
na-na-na-na-na-na-na
(hey, hey, hey, hey)
na-na-na-na-na-na-na
see david guetta liveget tickets as low as $29
wavin' colored flags
we won't surrender
there's no standin' down (no standin' down)
love's a playin' field (uh huh)
it's full of winners
we're breakin' new ground


we're in this together (together)
hear our hearts beat together
we stand strong together (mmm)
we're in this forever (forever)
this one's for you (ooh)
this one's for you (oh, yeah, yeah)


(hey, hey, hey, hey)
(hey, hey, hey, hey)
(hey, hey, hey, hey)
na-na-na-na-na
na-na-na-na-na-na-na
(hey, hey, hey, hey)
na-na-na-na-na-na-na


(hey, ho) mmh, together, woah, woah
(hey, ho) woah, woah
(hey, ho) oh
(hey)

we're in this together (we're in this together)
hear our hearts beat together (yeah, yeah)
we stand strong together
we're in this forever (ooh, oh, woah, yeah)
this one's for you4",Anglais,Electronique
2016.0,BAILAR,DEORRO FEAT. ELVIS CRESPO,"despacito
mami, yo sé que te va a gustar
despacito
mami, yo sé que te va a encantar
mueve, dale, vamo'
despacito
mami, yo sé que te va a gustar
mueve, dale, vamo'
sabrosito, vamo' a bailar


eh la cosa
deorro
aprieta, vamo'


una mexicana se puso a bailar
sudaba tequila, yo quiero probar
beyoncé y rihanna la van a envidiar
baila como diosa-sa, she know how dance


súbelo, súbelo, súbelo, súbelo, súbelo, súbelo
vamo' a bailar

ven conmigo
vamo' a bailar


esta noche si esta buena para bailar
para bailar
cha-cha, cha-cha
para bailar
muevete pa' aca
para bailar
cha-cha, cha-cha
para bailar
rumba pa' gozar
para bailar
¡aprieta!


y la noche comenzando
y el whisky calentando
y esta música sabrosa que me llama
y esta música sabrosa que me prende-e-e-e-e-e-e-e-e-e


súbelo, súbelo, súbelo, súbelo, súbelo, súbelo
vamo' a bailar

ven conmigo
vamo' a bailar1",Espagnol,Electronique
2016.0,MIDDLE,DJ SNAKE FEAT. BIPOLAR SUNSHINE,"starin' at two different views
on your window ledge
coffee has gone cold
it's like time froze


there you go wishin', floatin' down our wishin' well
it's like i'm always causin' problems, causin' hell
i didn't mean to put you through this, i can tell
we cannot sweep this under the carpet (carpet)


i hope that i can turn back the time
to make it all alright, all alright for us
i'll promise to build a new world
for us two with you in the middle




(you in the middle)
(you in the middle)


(ly-, ly-, ly-, ly-)
lyin' down beside you
what's goin' through your head?
the silence in the air
felt like my soul froze
see dj snake liveget tickets as low as $63
am i just overthinkin' feelings i conceal?
this gut feelin' i'm tryna get off me as well
i hope we find our missin' pieces and just chill
we cannot sweep it under the carpet (carpet)


i hope that i can turn back the time
to make it all alright, all alright for us
i'll promise to build a new world
for us two with you in the middle




(you in the middle)
(you in the middle)


(you)
站在中間, go stand 在中間
(you)
站在中間, go stand 在中間59",Anglais,Electronique
2016.0,RIDE,TWENTY ONE PILOTS,"i just wanna stay in the sun where i find
i know it's hard sometimes
pieces of peace in the sun's peace of mind
i know it's hard sometimes
yeah, i think about the end just way too much
but it's fun to fantasize
on my enemies who wouldn't wish who i was
but it's fun to fantasize


oh-woah-woah, oh-woah-woah, i'm fallin'
so i'm takin' my time on my ride, oh-woah-woah, i'm fallin'
so i'm takin' my time on my ride
takin' my time on my ride


""i'd die for you,"" that's easy to say
we have a list of people that we would take
a bullet for them, a bullet for you
a bullet for everybody in this room
but i don't seem to see many bullets comin' through
see many bullets comin' through
metaphorically, i'm the man
but literally, i don't know what i'd do
""i'd live for you,"" and that's hard to do
even harder to say when you know it's not true
even harder to write when you know that tonight
there were people back home who tried talking to you
but then you ignore them still
all these questions they're for real
like ""who would you live for?"" ""who would you die for?""
and ""would you ever kill?""
see ​twenty one pilots liveget tickets as low as $34
oh-woah-woah, oh-woah-woah, i'm fallin'
so i'm takin' my time on my ride, oh-woah-woah, i'm fallin'
so i'm takin' my time on my ride
takin' my time on my ride


i've been thinkin' too much
i've been thinkin' too much
i've been thinkin' too much
i've been thinkin' too much
help me
i've been thinkin' too much
i've been thinkin' too much
i've been thinkin' too much
help me
i've been thinkin' too much
i've been thinkin' too much
i've been thinkin' too much


oh-woah-woah, oh-woah-woah, i'm fallin'
so i'm takin' my time on my ride, oh-woah-woah, i'm fallin'
so i'm takin' my time
takin' my time on my ride, woah-oh-oh (woah, yeah)
oh-woah-woah, oh-woah-woah, i'm fallin'
so i'm takin' my time on my ride, oh-woah-woah, i'm fallin'
so i'm takin' my time on my—

i've been thinkin' too much
help me
i've been thinkin' too much
help me
i've been thinkin' too much
i've been thinkin' too much
i've been thinkin' too much
help me
i've been thinkin' too much
i've been thinkin' too much
i've been thinkin' too much
help me294",Anglais,Pop
2016.0,LUSH LIFE,ZARA LARSSON,"i live my day as if it was the last
live my day as if there was no past
doin' it all night, all summer
doin' it the way i wanna
yeah, i'ma dance my heart out 'til the dawn
but i won't be done when mornin' comes
doin' it all night, all summer
gonna spend it like no other


it was a crush
but i couldn't, couldn't get enough
it was a rush
but i gave it up
it was a crush
now, i might've went and said too much
but that's all it was
so i gave it up


i live my day as if it was the last
live my day as if there was no past
doin' it all night, all summer
doin' it the way i wanna
yeah, i'ma dance my heart out 'til the dawn
but i won't be done when mornin' comes
doin' it all night, all summer
gonna spend it like no other
see zara larsson liveget tickets as low as $97
it was a crush
i kept sayin', ""i'ma stay in touch""
but that thing went bust
so i gave it up, ooh
no tricks, no bluff
i'm just better off without them cuffs
yeah, the sun won't set on us
ooh, ooh, ooh, yeah, yeah


went low, went high
still waters run dry
gotta get back in the groove
i ain't ever worried
went low, went high
what matters is now
gettin' right back in the mood


i live my day as if it was the last
live my day as if there was no past
doin' it all night, all summer
doin' it the way i wanna
yeah, i'ma dance my heart out 'til the dawn
but i won't be done when mornin' comes
doin' it all night, all summer
gonna spend it like no other

now i've found another crush
the lush life's given me a rush
had one chance to make me blush
second time is one too late
now i've found another crush
the lush life's given me a rush
had one chance to make me blush
second time is one too late


ooh, ooh-woah
ooh, ooh-woah


i live my day as if it was the last
live my day as if there was no past
doin' it all night, all summer
doin' it the way i wanna
yeah, i'ma dance my heart out 'til the dawn
but i won't be done when mornin' comes
doin' it all night, all summer
gonna spend it like no other


now i've found another crush
the lush life's given me a rush
had one chance to make me blush
second time is one too late
now i've found another crush
the lush life's given me a rush
had one chance to make me blush
second time is one too late53",Anglais,Pop
2016.0,DON'T LET ME DOWN,THE CHAINSMOKERS FEAT. DAYA,"crashin', hit a wall
right now, i need a miracle
hurry up now, i need a miracle
stranded, reachin' out
i call your name, but you're not around
i say your name, but you're not around


i need ya, i need ya, i need you right now
yeah, i need you right now
so don't let me, don't let me, don't let me down
i think i'm losin' my mind now
it's in my head, darlin', i hope
that you'll be here when i need you the most
so don't let me, don't let me, don't let me down
d-don't let me down


don't let me down
don't let me down, down, down
don't let me down
don't let me down, down, down


r-r-runnin' out of time
i really thought you were on my side
but now there's nobody by my side
see the chainsmokers liveget tickets as low as $40
i need ya, i need ya, i need you right now
yeah, i need you right now
so don't let me, don't let me, don't let me down
i think i'm losin' my mind now
it's in my head, darlin', i hope
that you'll be here when i need you the most
so don't let me, don't let me, don't let me down
d-don't let me down


don't let me down
don't let me down, down, down
don't let me down, down, down
don't let me down, down, down
don't let me down
don't let me down, down, down


ooh, i think i'm losin' my mind now, yeah
ooh, i think i'm losin' my mind now, yeah


i need ya, i need ya, i need you right now
yeah, i need you right now
so don't let me, don't let me, don't let me down
i think i'm losin' my mind now
it's in my head, darlin', i hope
that you'll be here when i need you the most
so don't let me, don't let me, don't let me down
don't let me down

yeah, don't let me down
yeah, don't let me down
don't let me down, oh, no
said don't let me down
don't let me down, no, oh


don't let me down
don't let me down, down, down63",Anglais,Pop
2016.0,WORK FROM HOME,FIFTH HARMONY FEAT. TY DOLLA $IGN,"i ain't worried about nothin', i ain't wearin' na-nada
i'm sittin' pretty, impatient, but i know you gotta
put in them hours, i'ma make it harder
i'm sendin' pic after picture, i'ma get you fired


i know you're always on the night shift
but i can't stand these nights alone (oh-oh)
and i don't need no explanation
'cause, baby, you're the boss at home


you don't gotta go to work
work, work, work, work, work, work
but you gotta put in work
work, work, work, work, work, work
you don't gotta go to work
work, work, work, work, work, work
let my body do the work
work, work, work, work, work, work
we can work from home, oh-oh, oh-oh
we can work from home, oh-oh, oh-oh


let's put it into motion, i'ma give you a promotion
i'll make it feel like a vacay, turn the bed into an ocean
we don't need nobody, i just need your body
nothing but sheets in-between us, ain't no getting off early

i know you're always on the night shift
but i can't stand these nights alone (oh-oh)
and i don't need no explanation
'cause, baby, you're the boss at home (yeah, yeah)


you don't gotta go to work
work, work, work, work, work, work
but you gotta put in work
work, work, work, work, work, work
you don't gotta go to work
work, work, work, work, work, work
let my body do the work
work, work, work, work, work, work
we can work from home, oh-oh, oh-oh
we can work from home, oh-oh, oh-oh


(dolla $ign) oh, yeah
girl, go to work for me (work for me)
can you make it clap, no hands for me? (oh, yeah)
take it to the ground, pick it up for me
look back at it all over me (oh, yeah)
put in work like my timesheet (oh)
she ride it like a '63 (oh-woah)
i'ma buy her new céline (oh, no)
let her ride in a foreign with me
oh, she the bae, i'm her boo
and she down to break the rules
ride or die, she gon' go
i'm gon' juug, she finessin'
i pipe her, she take that
put in overtime on your body

you don't gotta go to work (you don't gotta go to work, no)
work, work, work, work, work, work
but you gotta put in work (woah)
work, work, work, work, work, work (oh, yeah)
you don't gotta go to work
work, work, work, work, work, work
let my body do the work (do the work, do the work)
work, work, work, work, work, work (yeah, yeah)
we can work from home, oh-oh, oh-oh
we can work from home, oh-oh, oh-oh


yeah, we can work from home, ah
yeah, we can work from home, oh-oh, oh-oh
yeah58",Anglais,Pop
2016.0,FAST CAR,JONAS BLUE FEAT. DAKOTA,"oh, woah, oh
oh, oh


you got a fast car
i want a ticket to anywhere
maybe we will make a deal
maybe together we can get somewhere
any place is better
starting from zero, got nothing to lose
maybe we'll make something
me, myself, i got nothing to prove
you got a fast car
and i got a plan to get us out of here
i've been working at a convenience store
managed to save just a little bit of money
we won't have to drive too far
just across the border and into the city
you and i can both get jobs
and finally see what it means to be living


you got a fast car
is it fast enough so we can fly away?
we gotta make a decision
we leave tonight or live and die this way

so i remember we were driving, driving in your car
the speed so fast, i felt like i was drunk
city lights lay out before us
and your arm felt nice wrapped 'round my shoulder
and i, i had a feeling that i belonged
and i, i had a feeling that i could be someone
had a feeling that i could be someone


you see, my old man's got a problem
he lives with the bottle, that's the way it is
he says his body's too old for working
i say, his body's too young to look like his
my mama went off and left him
she wanted more from life than he could give
i said, somebody's got to take care of him
so i quit school and that's what i did
you got a fast car
and we go cruising to entertain ourselves
you still ain't got a job
and i work in a market as a checkout girl
i know things will get better
you'll find work and i'll get promoted
we'll move out of the shelter
buy a bigger house and live in the suburbs

you got a fast car
is it fast enough so we can fly away?
we gotta make a decision
we leave tonight or live and die this way


so i remember we were driving, driving in your car
the speed so fast, i felt like i was drunk
city lights lay out before us
and your arm felt nice wrapped 'round my shoulder
and i, i had a feeling that i belonged
and i, i had a feeling that i could be someone
had a feeling that i could be someone12",Anglais,Electronique
2016.0,NAHA,PNL,"mes gouttes de sueur ont l'odeur d'l'enfer
ça r'commence on finira par s'y faire
nique ta célébrité, nique ton buzz
sans c'putain d'rap t'es rien, puta creuse
j'veux pas qu'on m'invite
pardon la vie, j'recompte
mes rêves se rhabillent, manny
leur offrir tous ces rêves on va brûler
son cul commence à me plaire
les billets bleus sont devenus violets
les rouges sont devenus verts

naha, naha, hmm, hmm
ok j'm'en bats les hmm, hmm
j'crame une clope, dans la hmm, hmm
cette 'tasse veut voir ma hmm, hmm
j'lui parle à ma hmm, hmm
le ien-cli, veut sa hmm, hmm
en menottes, dans la hmm, hmm
au parlu', j'sors la hmm, hmm

j'crame une gainz au milieu d'etosha
j'fais le tour de la plaine avec epona
tu l'as tant rêvé j'ai pas fini clochard
nananère, grosse te-pu tu m'jalouses
en regardant youtube tu me jettes l'œil
j'fais plus de eu' à chaque lettre sur ma feuille
nique ta mère (ouais)
un cœur de ice tu connais olé, olé!
j'suis parisien enculé
voler, voler aux riches mais pas aux pauvres salope, salope, hmmm
une légende comme raí sur le terrain
arrête tu sais ma bitch on aime la maille
c'est avec cette merde que la mif' graille (3atay)
on pourra pas dire qu'on est condamnés
la lumière on la voit que depuis cette année
sur 70 degrés j'dois pédaler, laisse-les parler
des schlags et des schlags j'peux plus les compter (non)
et l'hôtesse de l'air me sert un bon thé (ouais)
j'suis pas là mais vé-her continue de voter (dans l'escalier)
j'veux du l j'veux du v j'veux du g
président, ta grand-mère
rigolo, prononce mon blaze j'aimerais bien rigoler
soleil sur la tess, ça lève les compét'
mon hall, tu me manques, et tu le sais, j'm'en pète

naha, naha, hmm, hmm
ok j'm'en bats les hmm, hmm
j'crame une clope, dans la hmm, hmm
cette 'tasse veut voir ma hmm, hmm
j'lui parle à ma hmm, hmm
le ien-cli, veut sa hmm, hmm
en menottes, dans la hmm, hmm
au parlu', j'sors la hmm, hmm


j'rappe que pour la hmm, hmm
la street ça pue la hmm, hmm
j'vois l'monde, j'vois ça hmm, hmm
en poster j'ai la hmm, hmm
chico j'veux le hmm, hmm
et tout ce qu'il y a de hmm, hmm
sa mère la reine des hmm, hmm
j'suis totalement pé' hmm, hmm
naha56",Français,Hip-Hop/Rap
2016.0,DUELE EL CORAZóN,ENRIQUE IGLESIAS FEAT. WISIN,"one love, one love


solo en tu boca yo quiero acabar
todos esos besos que te quiero dar
a mí no me importa que duermas con él
porque sé que sueñas con poderme ver


mujer, ¿qué vas a hacer?
decídete pa' ver
si te quedas o te vas
si no, no me busques más


si te vas, yo también me voy
si me das, yo también te doy mi amor
bailamos hasta las diez
hasta que duelan los pies
si te vas, yo también me voy
si me das, yo también te doy mi amor
bailamos hasta las diez
hasta que duelan los pies
see enrique iglesias liveget tickets as low as $254
con él te duele el corazón
y conmigo te duelen los pies
con él te duele el corazón
y conmigo te duelen los pies


solo con un beso yo te haría acabar
ese sufrimiento que te hace llorar
a mí no me importa que vivas con él
porque sé que mueres con poderme ver


mujer qué vas a hacer
decídete pa' ver
si te quedas o te vas
si no, no me busques más


si te vas, yo también me voy
si me das, yo también te doy mi amor
bailamos hasta las diez
hasta que duelan los pies
si te vas, yo también me voy
si me das, yo también te doy mi amor
bailamos hasta las diez
hasta que duelan los pies

con él te duele el corazón
y conmigo te duelen los pies (yeah)
con él te duele el corazón
y conmigo te duelen los pies (doble)


¿quién es el que te quita el frío? (tú sabes que soy yo)
te vas conmigo, rumbeamos, con él lloras casi un río
tal vez te da dinero y tiene poderío
pero no te llena, tu corazón sigue vacío (sí)
pero conmigo rompe la carretera
bandolera, si en tu vida hay algo que no sirve, ¡sácalo pa' fuera!
a ti nadie te frena, la superguerrera (vamo' pa' encima)
yo sé que tú eres una fiera, dale, ¡sácalo pa' fuera!


si te vas, yo también me voy
si me das, yo también te doy mi amor
bailamos hasta las diez
hasta que duelan los pies
si te vas, yo también me voy
si me das, yo también te doy mi amor
bailamos hasta las diez
hasta que duelan los pies

con él te duele el corazón
y conmigo te duelen los pies
con él te duele el corazón
y conmigo te duelen los pies


solo con un beso yo quiero acabar
ese sufrimiento que te hace llorar8",Espagnol,Pop
2016.0,AFRO TRAP PART. 3 (CHAMPIONS LEAGUE),MHD,"afro trap partie 3
(paw paw paw paw)


la moula vient d'paname, intouchable comme verratti ou motta
j'suis sur l'rrain-té , t'es sur l'banc d'touche, afro trap a marqué donc ça kouma
gros, file mon chèque, on m'a donné la ce-for, j'connais plus l'échec
j'connais plus l'échec, toujours titulaire comme keïta cheick
les négros en redemandent, passe un coup d'fil, y'a de la peufra sur commande
tu m'parles sur les réseaux, tu téma mes clips, tu dis qu'c'est d'la merde, passe me voir que j'te démonte
j'suis toujours en apnée, ces bâtards j'les sens pas
tu t'butes à la ille-ca, on s'bute à la peufra


c'est la champions league, 7.5. c'est la champions league, 9.1. c'est la champions league
9.2. c'est la champions league, 9.3. c'est la champions league
9.4. c'est la champions league, 9.5. c'est la champions league
7.7. c'est la champions league, 7.8. c'est la champions league, c'est la champions league
paname c'est la champions league, fuck si t'es pas d'ma team
paname c'est la champions league, on baise tout en champions league
paname c'est la champions league, fuck si t'es pas d'ma team
on baise tout en champions league, paname c'est la champions league

les gavas m'ont dit ""bombarde-les"", ces pédés s'approchent font semblant de m'ignorer
retrouve-moi sur l'corner rue des chaufourniers, gros à part ta lumière, tu vas rien allumer
un glock dans la main, mais qu'est-c'tu vas faire ? nada
c'est bête d'avoir les couilles vides et un 9 millimètres
trou d'uc, on t'a pas dit que l'élève dépassait pas l'maître ?
un mytho à droite, un mytho à gauche, tout l'quartier croit qu'il est riche
versace par là, gucci par là, la mala, ton frigo est vide
barre ta main d'mon épaule si t'es pas de mon équipe, le téléphone sonne j'peux pas rester tranquille
l'atmosphère est tendue comme une transac' de kil


c'est la champions league, 7.5. c'est la champions league, 9.1. c'est la champions league
9.2. c'est la champions league, 9.3. c'est la champions league
9.4. c'est la champions league, 9.5. c'est la champions league
7.7. c'est la champions league, 7.8. c'est la champions league, c'est la champions league
paname c'est la champions league, fuck si t'es pas d'ma team
paname c'est la champions league, on baise tout en champions league
paname c'est la champions league, fuck si t'es pas d'ma team
on baise tout en champions league, paname c'est la champions league


nique ta putain de race9",Français,Hip-Hop/Rap
2016.0,LEAN ON,MAJOR LAZER FEAT. DJ SNAKE & MO,"1. lean on - major lazer x dj snake feat. mø
2. parijs - kenny b
3. ain't nobody (loves me better) - felix jaehn feat. jasmine thompson
4. stole the show - kygo feat. parson james
5. see you again - wiz khalifa featuring charlie puth
6. want to want me - jason derulo
7. are you with me - lost frequencies
8. drank & drugs - lil kleine & ronnie flex
9. king - years & years
10. policeman - eva simons
11. another you - armin van buuren feat. mr probz
12. don't look down - martin garrix ft. usher
13. save me - listenbee
14. where are ü now - jack ü (with justin bieber)
15. waiting for love - avicii
16. somebody - natalie la rose featuring jeremih
17. hey mama - david guetta feat. nicki minaj & afrojack
18. hold my hand - jess glynne
19. fourfiveseconds - rihanna ft. kanye west & paul mccartney
20. intoxicated - martin solveig & gta
21. ghost town - adam lambert
22. let it go - james bay
23. hungry - dotan
24. el perdón - nicky jam & enrique iglesias
25. cheerleader - felix jaehn remix
26. don't worry - madcon & ray dalton
27. riddles - kensington
28. i don't like it, i love it - flo rida feat. robin thicke & verdine white
29. new day - anouk
30. headlights - robin schulz feat. ilsey
31. love me like you do - ellie goulding
32. terwijl jullie nog bij me zijn - ali b ft. ruben annink
33. firestone - kygo feat. conrad
34. fun - pitbull ft. chris brown
35. heroes - måns zelmerlöw
36. secrets - tiësto & kshmr feat. vassy
37. like i can - sam smith
38. bills - lunchmoney lewis
39. worth it - fifth harmony ft. kid ink
40. one last time - ariana grande",Anglais,Electronique
2016.0,AIN'T YOUR MAMA,JENNIFER LOPEZ,"i ain't gon' be cooking all day, i ain't your mama
i ain't gon' do your laundry, i ain't your mama, hmm
i ain't your mama, boy, i ain't your mama
when you gon' get your act together?
i ain't your mama
no, i ain't your mama
no, i ain't your mama, no


wake up and rise and shine (ah-yeah-yeah-yeah)
best get to work on time (ah-yeah-yeah-yeah)
no more playing video games (ah-yeah-yeah-yeah)
things are about to change ('round here, 'round here)


we used to be crazy in love
can we go back to how it was?
when did you get too comfortable?
cause i'm too good for that, i'm too good for that
just remember that, hey!


i ain't gon' be cooking all day, i ain't your mama
i ain't gon' do your laundry, i ain't your mama, hmm
i ain't your mama, boy, i ain't your mama
when you gon' get your act together?
i ain't your mama
no, i ain't your mama
no, i ain't your mama, no

lucky to have these curves (ah-yeah-yeah-yeah)
stop getting on my nerves (ah-yeah-yeah-yeah)
you still tryna ride this train? (ah-yeah-yeah-yeah)
'cause some things have gotta change ('round here, 'round here)


we used to be crazy in love
can we go back to how it was?
when did you get too comfortable? (hey)
'cause i'm too good for that, i'm too good for that
just remember that, hey!


i ain't gon' be cooking all day, i ain't your mama (i ain't your mama, no)
i ain't gon' do your laundry, i ain't your mama (i ain't your mama, hey, hey)
i ain't your mama, boy, i ain't your mama (oh, hey!)
when you gon' get your act together?
i ain't your mama (i ain't your mama)
no, i ain't your mama
no, i ain't your mama, no


i ain't your mama, no


we used to be crazy in love
can we go back to how it was?
when did you get too comfortable?
cause i'm too good for that, i'm too good for that
just remember that, hey!

i ain't gon' be cooking all day, i ain't your mama (i ain't your mama)
i ain't gon' do your laundry, i ain't your mama (i ain't your mama, hey)
i ain't your mama, boy, i ain't your mama (ah no no, ah no no)
when you gon' get your act together? ('cause i ain't your mama, hey!)
i ain't your mama
i ain't gon' be cooking all day, i ain't your mama
i ain't gon' do your laundry, i ain't your mama ('cause i ain't your mama, hey!)
i ain't your mama, boy, i ain't your mama (na na na, na na na)
when you gon' get your act together? (no)
i ain't your mama (i ain't your mama, no)
no, i ain't your mama (i ain't your mama, no)
no, i ain't your mama (i ain't your mama, no)
no, i ain't your mama
no, i ain't your mama, no15",Anglais,Pop
2016.0,92I VEYRON,BOOBA,"personne, personne
personne, personne


nouveau riche, ma lamborghini a pris quelques dos-d'âne
j'fais ni la queue au ritz, ni au mcdonald's
si c'est eux qui ont raison, je n'suis pas raisonnable
la rafale dans ton salon s'ra sûrement désagréable
nouveau riche, ma lamborghini a pris quelques dos-d'âne
j'fais ni la queue au ritz, ni au mcdonald's
si c'est eux qui ont raison, je n'suis pas raisonnable
la rafale dans ton salon s'ra sûrement désagréable


on trinque à nos balafres, à nos crochets tous les soirs
""noir c'est noir"", ont-ils dit, y a donc vraiment plus d'espoir
les vainqueurs l'écrivent, les vaincus racontent l'histoire
les vainqueurs l'écrivent, les vaincus racontent l'histoire
personne dans le monde ne marche du même pas
leurs règles ont toutes une tombe, c'est ça qu'ils n'comprennent pas
des allers-retours en prison, certains n'en reviennent pas
j'ai une kalash et des mouftons, tous sous le même toit
toujours d'humeur à les lever, que l'avenir suce mon troisième doigt
non, moi je n't'aime pas, ni c'lui qui est avec toi
y a que quand tu baises ta daronne que j'suis de tout cœur avec toi
t'as même pas de quoi me faire fumer, qu'est-ce que j'vais faire avec toi ?

j'parle de rue car j'y ai baigné, même si j'y suis beaucoup moins
j't'écris du block avec g.a.t.o b.a.t.o, boug an mwen
y a du son, d'la chatte, du shit, y a le nueve-2i dans le coin
grosse bite dans la chatte du smic, coup d'pied retourné dans le groin
bombe nucléaire sur le game, il n'restera que moi et les rats
quand j'monterai dans la veyron, jamais tu n'me reverras
inspiré par la musique de ces descendants d'esclaves
ils achètent négros sur place publique, pour eux rien n'est grave
j'ai couronne sur la tête, pourtant c'est le voisin qu'a eu la fève
""il n'y aura jamais de trêve"" m'ont dit mes khos du 93
braisé poulet, locos, bananes, le rap c'est haram
génocide sur ces négros, j'vais les boko haram
ne fais pas trop de bien, ou tu seras cloué sur une croix
la rafale dans ta grand-mère arrivera plus tôt que tu n'crois
la race humaine me dégoûte, j'allume gros pilon au chalumeau
nique ta fondation de merde, j'préfère sauver les animaux


on trinque à nos balafres, à nos crochets tous les soirs
""noir c'est noir"", ont-ils dit, y a donc vraiment plus d'espoir
les vainqueurs l'écrivent, les vaincus racontent l'histoire
les vainqueurs l'écrivent, les vaincus racontent l'histoire
personne dans le monde ne marche du même pas
leurs règles ont toutes une tombe, c'est ça qu'ils n'comprennent pas
des allers-retours en prison, certains n'en reviennent pas
j'ai une kalash et des mouftons, tous sous le même toit
toujours d'humeur à les lever, que l'avenir suce mon troisième doigt
non, moi je n't'aime pas ni c'lui qui est avec toi
y a que quand tu baises ta daronne que j'suis de tout cœur avec toi
t'as même pas de quoi me faire fumer, qu'est-ce que j'vais faire avec toi ?46",Français,Hip-Hop/Rap
